application_id,submission_date,institution_type,status,processing_time,document_compliance_score,evaluator_expertise,infrastructure_score
134,2024-02-06 16:41:43.519812,Engineering,Submitted,24,0.8360280193761267,Administration,0.7665051122751629
135,2024-08-16 16:41:43.519814,Applied Arts and Crafts,Submitted,38,0.7917784836624093,Academic,0.7426285303803276
136,2023-09-20 16:41:43.519815,Applied Arts and Crafts,Under Evaluation,28,0.7628781097795674,Industry,0.9646903507651103
137,2024-07-20 16:41:43.519817,Management,Approved,21,0.6247621834191244,Research,0.6161155782938168
138,2024-03-05 16:41:43.519818,Architecture,Under Evaluation,54,0.501009258874117,Administration,0.8048858830708207
139,2024-06-29 16:41:43.519820,Engineering,Approved,18,0.5870408376557146,Industry,0.8721917850097496
140,2023-09-14 16:41:43.519822,Engineering,Document Verification,36,0.5585330207120843,Industry,0.9726791894724676
141,2024-01-13 16:41:43.519823,Pharmacy,Document Verification,99,0.7245423725054734,Administration,0.8481485008494885
142,2024-01-03 16:41:43.519825,Applied Arts and Crafts,Rejected,45,0.8061290753809223,Administration,0.9215020944047051
143,2024-07-10 16:41:43.519826,Engineering,Approved,73,0.6065425043424041,Industry,0.6334899751381393
144,2024-05-27 16:41:43.519828,Applied Arts and Crafts,Rejected,53,0.9695285479835936,Academic,0.7543758043747709
145,2024-01-22 16:41:43.519830,Engineering,Submitted,30,0.5033410646119438,Industry,0.7495788537916269
146,2024-01-13 16:41:43.519831,Management,Approved,60,0.8861505075826714,Administration,0.954515286582287
147,2024-01-07 16:41:43.519833,Architecture,Under Evaluation,98,0.8126023847652211,Industry,0.6605484685053099
148,2024-04-10 16:41:43.519835,Engineering,Submitted,32,0.686777400523841,Academic,0.6607544689346521
149,2024-03-13 16:41:43.519836,Applied Arts and Crafts,Submitted,67,0.525244472206204,Research,0.7314232599543193
150,2024-08-02 16:41:43.519838,Management,Under Evaluation,67,0.8137432858921396,Research,0.621786418946735
151,2024-07-26 16:41:43.519839,Engineering,Submitted,28,0.692806756432824,Industry,0.672983216260996
152,2024-08-18 16:41:43.519841,Pharmacy,Approved,44,0.9681335697066096,Academic,0.986083855418294
153,2024-03-24 16:41:43.519842,Architecture,Rejected,79,0.770995037444883,Research,0.7712735759468691
154,2023-10-09 16:41:43.519844,Engineering,Submitted,41,0.9698257556467541,Industry,0.8528076833689746
155,2024-02-26 16:41:43.519846,Management,Approved,63,0.610241846736652,Industry,0.8904445037378548
156,2024-01-01 16:41:43.519847,Pharmacy,Document Verification,23,0.8628629551820517,Academic,0.7467845628028802
157,2024-06-06 16:41:43.519849,Management,Approved,75,0.8086245104243628,Administration,0.6588908297642068
158,2023-11-21 16:41:43.519850,Management,Rejected,48,0.8697041149156559,Industry,0.6826324064887123
159,2024-06-26 16:41:43.519852,Pharmacy,Approved,32,0.6073339319862684,Administration,0.7253065906322441
160,2024-03-14 16:41:43.519853,Management,Under Evaluation,57,0.8324972581188869,Administration,0.8544273681408903
161,2024-07-17 16:41:43.519855,Pharmacy,Rejected,33,0.7490201965284344,Research,0.7593122196356218
162,2024-06-30 16:41:43.519856,Engineering,Document Verification,24,0.8714124874531581,Administration,0.6027258791600513
163,2024-04-19 16:41:43.519858,Pharmacy,Under Evaluation,39,0.6635223220759089,Academic,0.8093628740269887
164,2023-11-21 16:41:43.519859,Pharmacy,Approved,34,0.9450285127326263,Research,0.9686053567629671
165,2024-08-03 16:41:43.519861,Architecture,Rejected,56,0.5421506573056751,Research,0.9248310444034716
166,2024-05-15 16:41:43.519862,Pharmacy,Document Verification,28,0.903594659395594,Research,0.9300845485038525
167,2024-07-18 16:41:43.519864,Pharmacy,Under Evaluation,37,0.9306598129075454,Industry,0.9180232070424524
168,2023-09-26 16:41:43.519865,Engineering,Document Verification,7,0.9086261556834105,Industry,0.7294923302441695
169,2023-11-19 16:41:43.519867,Architecture,Approved,68,0.756363197130888,Administration,0.9060775335017568
170,2023-10-05 16:41:43.519868,Applied Arts and Crafts,Document Verification,37,0.7191924900153807,Research,0.6572645431244771
171,2024-04-25 16:41:43.519870,Engineering,Submitted,56,0.9981311432624385,Research,0.8630864589103814
172,2023-09-18 16:41:43.519872,Engineering,Under Evaluation,65,0.6145859756070811,Academic,0.8566274266739977
173,2024-01-13 16:41:43.519873,Applied Arts and Crafts,Document Verification,65,0.7734379829380222,Administration,0.6102279196358938
174,2024-02-23 16:41:43.519875,Pharmacy,Approved,47,0.8353377626911628,Academic,0.9151880534363727
175,2024-01-19 16:41:43.519877,Management,Approved,20,0.850433817930716,Administration,0.9612992420380522
176,2023-11-22 16:41:43.519878,Architecture,Document Verification,19,0.6020123328692893,Administration,0.706966111388843
177,2024-05-02 16:41:43.519880,Management,Approved,29,0.8269970461699006,Industry,0.9249562896744603
178,2024-05-07 16:41:43.519881,Applied Arts and Crafts,Rejected,74,0.9091847832406686,Industry,0.6329623887447793
179,2024-01-11 16:41:43.519883,Engineering,Rejected,60,0.5250092884105562,Academic,0.8399871433044264
180,2023-12-16 16:41:43.519884,Engineering,Rejected,18,0.9557606466626583,Administration,0.7942587461337108
181,2023-09-07 16:41:43.519886,Architecture,Submitted,92,0.514752027572603,Research,0.8183694133236
182,2024-02-15 16:41:43.519887,Engineering,Document Verification,35,0.6779855162441972,Industry,0.970482080753738
183,2024-04-16 16:41:43.519889,Engineering,Submitted,43,0.507906598116481,Research,0.9485260988987414
184,2023-10-18 16:41:43.519890,Architecture,Approved,95,0.5385725842697909,Academic,0.9140334628959028
185,2024-03-19 16:41:43.519892,Architecture,Submitted,91,0.9555841425900395,Industry,0.7094793830713484
186,2024-01-19 16:41:43.519894,Applied Arts and Crafts,Approved,11,0.6774304153730739,Industry,0.9647274514744366
187,2023-10-29 16:41:43.519895,Engineering,Approved,49,0.7123857652125265,Administration,0.63900307698555
188,2024-01-10 16:41:43.519897,Engineering,Under Evaluation,38,0.6076721906912763,Academic,0.9413316866235151
189,2024-03-12 16:41:43.519898,Applied Arts and Crafts,Rejected,64,0.7985478850933598,Administration,0.731264028941443
190,2024-04-01 16:41:43.519900,Pharmacy,Approved,69,0.7974016073388948,Industry,0.6215089246647933
191,2023-10-21 16:41:43.519901,Pharmacy,Under Evaluation,8,0.6861001959126096,Academic,0.8677427936962994
192,2024-03-24 16:41:43.519903,Pharmacy,Rejected,34,0.6665174359026992,Industry,0.6925119713263822
193,2024-05-27 16:41:43.519904,Applied Arts and Crafts,Approved,48,0.9424821540902939,Academic,0.6974284503458528
194,2024-01-11 16:41:43.519906,Engineering,Approved,56,0.6916421198211007,Industry,0.7224188664915085
195,2024-03-04 16:41:43.519907,Applied Arts and Crafts,Submitted,76,0.7467504960772041,Research,0.6254739070010067
196,2024-05-10 16:41:43.519909,Applied Arts and Crafts,Submitted,65,0.6416523812124653,Research,0.6708508576793016
197,2023-10-18 16:41:43.519910,Pharmacy,Rejected,31,0.8933847516785637,Administration,0.6020558510342241
198,2024-07-10 16:41:43.519912,Management,Approved,4,0.6987240784495459,Research,0.7781638084423147
199,2023-12-07 16:41:43.519914,Engineering,Document Verification,50,0.7568055232721622,Industry,0.6337021509671885
200,2023-11-10 16:41:43.519915,Pharmacy,Submitted,69,0.6266785850298306,Industry,0.8730610420176796
201,2024-05-10 16:41:43.519917,Management,Rejected,30,0.993829796170626,Research,0.6942491404766593
202,2024-05-22 16:41:43.519918,Management,Approved,88,0.6457478704618614,Administration,0.9774296576140709
203,2024-05-10 16:41:43.519920,Architecture,Approved,59,0.8853712654527759,Research,0.948500650959461
204,2024-06-11 16:41:43.519921,Engineering,Document Verification,67,0.7137478251783795,Academic,0.7157763579872832
205,2024-02-26 16:41:43.519923,Management,Rejected,75,0.6031087025420699,Academic,0.9132861818626715
206,2024-05-10 16:41:43.519924,Pharmacy,Approved,45,0.8998593819824305,Academic,0.9212979618659225
207,2024-08-29 16:41:43.519926,Architecture,Submitted,4,0.6668033945145215,Research,0.9946252456457642
208,2024-04-23 16:41:43.519927,Engineering,Document Verification,26,0.9325966736989055,Research,0.8391359947382739
209,2024-01-24 16:41:43.519929,Applied Arts and Crafts,Rejected,27,0.9576285924589115,Research,0.6327862938574649
210,2024-07-08 16:41:43.519931,Pharmacy,Document Verification,46,0.929911917695638,Academic,0.8587348915705524
211,2023-09-23 16:41:43.519932,Management,Submitted,64,0.5175039574034028,Administration,0.8499918993504141
212,2024-01-20 16:41:43.519934,Management,Rejected,91,0.8936866725025527,Industry,0.8553402309681727
213,2024-01-19 16:41:43.519935,Pharmacy,Document Verification,51,0.7056697332495719,Research,0.7228582592416846
214,2024-04-27 16:41:43.519937,Management,Under Evaluation,50,0.9368614600911125,Administration,0.9438718340321332
215,2024-04-23 16:41:43.519938,Architecture,Submitted,6,0.8189771313423694,Industry,0.9837888731821648
216,2024-07-09 16:41:43.519940,Engineering,Submitted,59,0.9168215670719793,Industry,0.6870850051912606
217,2024-03-12 16:41:43.519941,Architecture,Submitted,15,0.7497158849334177,Industry,0.6352608632546578
218,2024-01-26 16:41:43.519943,Management,Under Evaluation,30,0.7675127522994665,Administration,0.6778140132673937
219,2024-03-24 16:41:43.519944,Applied Arts and Crafts,Under Evaluation,42,0.5721938160668336,Administration,0.9282208557022875
220,2024-02-15 16:41:43.519946,Engineering,Approved,37,0.8919936793446777,Academic,0.870657853927939
221,2023-12-28 16:41:43.519947,Engineering,Document Verification,42,0.7096948058334858,Administration,0.8544189369356506
222,2023-10-12 16:41:43.519949,Pharmacy,Approved,35,0.7500400591357913,Administration,0.7607172540437698
223,2024-02-10 16:41:43.519951,Pharmacy,Document Verification,87,0.8925488570478538,Administration,0.8311311886045742
224,2024-02-29 16:41:43.519952,Applied Arts and Crafts,Under Evaluation,6,0.7994227000397195,Industry,0.723149650109747
225,2024-04-30 16:41:43.519954,Engineering,Under Evaluation,68,0.6005493637213337,Research,0.7908800317671845
226,2023-12-20 16:41:43.519955,Applied Arts and Crafts,Approved,18,0.7951163295754464,Academic,0.9172252113482624
227,2023-11-11 16:41:43.519957,Pharmacy,Rejected,73,0.7038164289898279,Research,0.9924966389821849
228,2023-11-25 16:41:43.519958,Pharmacy,Approved,29,0.7347627710219313,Research,0.9729955694359207
229,2023-10-11 16:41:43.519960,Engineering,Document Verification,77,0.5141556372013338,Administration,0.9735463771384996
230,2024-05-25 16:41:43.519961,Architecture,Approved,59,0.6050146747581409,Academic,0.760889493938845
231,2024-02-15 16:41:43.519963,Management,Submitted,47,0.6405190406905141,Research,0.7875159522027163
232,2024-01-04 16:41:43.519965,Pharmacy,Document Verification,17,0.8564800039294029,Research,0.8822541585475926
233,2024-04-09 16:41:43.519966,Pharmacy,Document Verification,96,0.5057462366490577,Academic,0.9688767712205137
234,2024-05-26 16:41:43.519968,Architecture,Rejected,22,0.704388630614566,Administration,0.6567977037408338
235,2024-02-12 16:41:43.519969,Architecture,Under Evaluation,68,0.9620134352128664,Research,0.7216967455308783
236,2024-04-29 16:41:43.519971,Applied Arts and Crafts,Document Verification,69,0.555940308274562,Industry,0.6556987378376438
237,2024-02-26 16:41:43.519972,Applied Arts and Crafts,Under Evaluation,37,0.7582121941093055,Research,0.8448034119837822
238,2023-10-10 16:41:43.519974,Management,Approved,49,0.8932611911954236,Industry,0.722520398755015
239,2023-09-17 16:41:43.519976,Management,Submitted,13,0.9712656537600584,Administration,0.7304431410050294
240,2023-12-16 16:41:43.519977,Engineering,Rejected,34,0.873388319766859,Research,0.6283663837951917
241,2024-04-05 16:41:43.519979,Applied Arts and Crafts,Under Evaluation,86,0.860282774322203,Academic,0.7399184247230367
242,2023-12-23 16:41:43.519980,Pharmacy,Document Verification,53,0.9132440450978812,Academic,0.9449986029606341
243,2023-09-20 16:41:43.519982,Applied Arts and Crafts,Under Evaluation,87,0.7231006104887718,Research,0.6932291247563339
244,2024-04-06 16:41:43.519983,Pharmacy,Document Verification,51,0.9029222663089165,Administration,0.8780749864840263
245,2024-04-05 16:41:43.519985,Architecture,Under Evaluation,3,0.5039822023727256,Administration,0.8518513379754371
246,2023-09-14 16:41:43.519986,Applied Arts and Crafts,Document Verification,42,0.9622805276884024,Academic,0.9453938433476461
247,2024-02-14 16:41:43.519988,Architecture,Approved,98,0.7216532547585877,Research,0.6529151790604153
248,2023-10-28 16:41:43.519990,Management,Document Verification,32,0.7766900939328738,Administration,0.9910359841380173
249,2024-04-25 16:41:43.519991,Management,Document Verification,51,0.6274411244574412,Academic,0.8330514584161463
250,2024-07-23 16:41:43.519993,Engineering,Submitted,85,0.8712654164202107,Industry,0.9981896609387257
251,2023-09-28 16:41:43.519994,Applied Arts and Crafts,Document Verification,46,0.5383179032376244,Research,0.9646058903463404
252,2023-09-06 16:41:43.519996,Architecture,Submitted,21,0.9363179012734176,Industry,0.6886069088452423
253,2024-04-24 16:41:43.519997,Pharmacy,Rejected,44,0.9140584145031714,Industry,0.6224648039613252
254,2023-12-08 16:41:43.519999,Management,Submitted,11,0.6080300581223832,Administration,0.7022556375181446
255,2024-04-02 16:41:43.520000,Management,Approved,68,0.9046621991426311,Administration,0.8110254595997679
256,2023-11-07 16:41:43.520002,Pharmacy,Submitted,1,0.8931788665307407,Administration,0.6686385468260759
257,2024-05-24 16:41:43.520004,Architecture,Rejected,92,0.8161082988769746,Research,0.6669838978071954
258,2023-12-12 16:41:43.520005,Architecture,Approved,63,0.6867600884498437,Industry,0.7850374188420612
259,2023-12-23 16:41:43.520007,Applied Arts and Crafts,Under Evaluation,24,0.6357493770909339,Research,0.6133071884677433
