crop,disease,temperature,humidity,rainfall,soil_moisture,date
Wheat,Leaf Spot,22.05137712668338,48.286875489481744,8.232792657147087,52.045365162526515,2023-10-18 14:34:27.323305
Tomato,Healthy,17.397307346673657,50.256910284217675,47.14548519562596,39.39217592124531,2024-05-27 14:34:27.323324
Wheat,Leaf Spot,22.27259204758588,88.30692496325764,48.122364747105564,35.10693774952185,2024-05-10 14:34:27.323342
Tomato,Healthy,34.954809700978835,46.0068608565171,48.830747791632646,44.66222079909387,2023-09-23 14:34:27.323360
Tomato,Healthy,27.687026894027277,70.842327093286,26.54672916585682,46.866989874385496,2024-02-15 14:34:27.323381
Potato,Blight,22.39308912122809,44.52959629664555,40.15698781899479,48.218038066762304,2024-05-25 14:34:27.323399
Maize,Healthy,18.01435087930859,60.49192660444312,34.79064033954409,71.5015282888232,2023-12-23 14:34:27.323416
Maize,Leaf Spot,15.331756578557123,60.72558349795686,11.324788759896897,58.71036742456699,2023-10-28 14:34:27.323435
Wheat,Healthy,22.951440421750448,61.06508103164881,41.8855052953664,60.54140702235684,2024-04-02 14:34:27.323452
Rice,Blight,19.571000435945994,40.49729562575617,49.10841716647178,50.99815347626085,2024-08-29 14:34:27.323470
Wheat,Leaf Spot,26.165869072141952,82.95818059136039,9.435355417068969,36.73228115553091,2024-04-06 14:34:27.323488
Maize,Leaf Spot,32.741728485302346,76.79253275145743,32.10158230771439,25.04839789970293,2024-05-19 14:34:27.323507
Potato,Blight,22.44565533123486,86.4080065474667,48.68319183776587,37.03525848424794,2023-09-28 14:34:27.323525
Rice,Blight,28.03922519005201,43.45615856763359,35.6089610673768,34.23494524980801,2023-11-28 14:34:27.323544
Potato,Blight,28.15225784600687,64.0985162001283,4.683738391404624,42.062948183566014,2024-08-09 14:34:27.323561
Tomato,Blight,32.84093110354227,67.86831755983577,39.74056517708242,50.158225586311524,2023-11-21 14:34:27.323579
Wheat,Powdery Mildew,19.603705364831107,59.95160279308514,28.600209960459154,66.11324085837853,2024-08-14 14:34:27.323596
Potato,Leaf Spot,24.398890279818858,46.77362050780552,44.17470111331295,64.86312643384484,2024-07-25 14:34:27.323613
Tomato,Healthy,26.055299336709798,64.3375481502503,49.016579185802286,24.520775360367693,2023-12-22 14:34:27.323631
Tomato,Healthy,21.338440103125553,40.16956480116555,27.840063122917506,76.16928644964686,2024-07-04 14:34:27.323653
Maize,Rust,27.300144533983396,89.4032310062558,7.004200761826201,51.09977914182421,2023-12-02 14:34:27.323671
Wheat,Healthy,29.049681679742186,51.56946907318531,14.679592213224668,68.56166932871082,2023-09-11 14:34:27.323689
Rice,Healthy,27.23027421731361,34.895650824014425,0.2592431386993388,57.67366489691816,2024-08-11 14:34:27.323706
Wheat,Leaf Spot,32.7323429790132,31.657006312422283,28.943244775377934,46.308447381085216,2023-09-24 14:34:27.323724
Maize,Healthy,18.100832334554884,88.91045329863186,41.946675103468166,71.62427709870052,2023-10-31 14:34:27.323742
Potato,Rust,31.452011213193167,51.61143848467577,6.353025632594239,51.334595603288264,2024-07-09 14:34:27.323759
Potato,Leaf Spot,34.305036607815396,57.435909696823714,42.10115375059907,31.66280203969238,2023-09-16 14:34:27.323777
Maize,Leaf Spot,17.654908444859394,88.17221202684954,35.7297552089976,22.46405100607255,2024-05-03 14:34:27.323795
Maize,Leaf Spot,29.88085285998231,45.05163164079967,9.216683716568502,24.85237799703186,2024-04-26 14:34:27.323812
Wheat,Leaf Spot,23.179058888285397,40.39765920425074,7.8218521335543025,35.01457388987572,2024-04-27 14:34:27.323830
Wheat,Powdery Mildew,20.598677938918858,87.29191683979164,36.89484583478843,53.26124315068404,2023-11-27 14:34:27.323847
Tomato,Blight,19.95461979002315,51.3583607190757,37.892305523218454,20.863609317785354,2024-01-24 14:34:27.323865
Tomato,Healthy,21.228266187825884,88.77063171729051,8.766513494466926,21.029666109905016,2023-09-25 14:34:27.323882
Potato,Healthy,24.29347625879223,68.9864209585658,2.4029462098516863,76.94874389548316,2024-05-23 14:34:27.323901
Rice,Leaf Spot,22.492252292529425,67.55159494285418,25.156812929004385,71.38939047129934,2023-10-11 14:34:27.323918
Tomato,Leaf Spot,27.31702328779828,86.63349627364543,47.212579856258365,72.03193601330022,2024-03-24 14:34:27.323936
Maize,Leaf Spot,26.50948355751758,53.29019557239131,32.16441092211766,47.495173429491,2024-03-05 14:34:27.323953
Maize,Powdery Mildew,27.518793402031456,79.22561062627608,32.5742385928894,32.40106159260472,2023-11-20 14:34:27.323972
Tomato,Leaf Spot,17.01556002754853,31.093309539092985,4.72214803779642,60.98040640498141,2023-09-29 14:34:27.323990
Rice,Powdery Mildew,31.89750621938909,31.39631614414955,40.72342412944679,36.911286486403995,2024-02-17 14:34:27.324007
Rice,Powdery Mildew,21.966732089063946,86.19888911134244,1.9593163337823127,45.07676190293473,2023-12-26 14:34:27.324024
Potato,Rust,23.46941884616237,64.1112170249975,28.79622876290423,63.89886531797841,2024-07-26 14:34:27.324042
Rice,Healthy,30.528259214839938,50.44821241518107,46.537866280178235,71.5047651105807,2024-03-01 14:34:27.324059
Tomato,Healthy,19.76472304807959,52.66373317057769,26.71637367652817,49.79367144098466,2024-01-27 14:34:27.324077
Tomato,Blight,16.999697743237267,33.20911780484214,47.92707484415992,70.82858864573538,2023-12-10 14:34:27.324095
Potato,Leaf Spot,26.46875776246572,67.91023273018796,22.42227609891599,37.592646301883875,2024-08-06 14:34:27.324113
Potato,Blight,19.254557900484578,86.77167257290141,39.064802523560125,26.80787612104688,2024-03-03 14:34:27.324131
Rice,Rust,16.151175200332887,62.97173293942413,22.07652506866885,73.26225096549798,2024-01-09 14:34:27.324148
Maize,Rust,34.3730388794827,71.28180061050234,41.84819371186869,72.01212231865048,2024-01-14 14:34:27.324166
Tomato,Rust,22.933032039085038,83.5138145266066,7.330241084601274,50.799570121543574,2023-09-27 14:34:27.324184
Tomato,Healthy,32.607199372768335,44.20111162092473,45.38468531742731,55.51332432927706,2023-11-13 14:34:27.324201
Potato,Blight,30.542938318548735,63.504254984148304,21.211100462348814,74.38126310568416,2024-07-23 14:34:27.324219
Maize,Powdery Mildew,15.227072895348382,58.11963851964757,2.8151637840918675,27.129074976084315,2023-10-19 14:34:27.324241
Wheat,Healthy,28.62078854193818,44.2503882775482,20.01114464360124,48.66289345281366,2023-10-24 14:34:27.324261
Wheat,Powdery Mildew,34.264450788812226,30.72926848138898,48.493941335381955,22.589594717034565,2024-04-04 14:34:27.324278
Tomato,Blight,33.38231430557319,45.17941007935447,34.77055615533238,24.526072825386155,2024-07-15 14:34:27.324297
Wheat,Healthy,28.914973779692343,57.27246388606639,31.377904004203174,55.058858715386016,2024-04-09 14:34:27.324315
Wheat,Blight,20.619263791844606,87.02468904459353,44.51318919454582,47.33940516714278,2024-03-28 14:34:27.324333
Tomato,Rust,18.762423194475225,57.82190429639893,17.66761140130264,55.01936671105233,2024-01-24 14:34:27.324351
Tomato,Healthy,20.198997257085253,57.194450809729865,1.6157975554825232,36.78581043013674,2024-02-01 14:34:27.324372
Tomato,Leaf Spot,20.4191528503026,37.99110751342498,3.8100189799581576,76.43190962812301,2023-12-19 14:34:27.324390
Tomato,Healthy,23.364860725812377,85.9637090012408,43.30319447502042,22.713120206371364,2024-05-04 14:34:27.324410
Wheat,Healthy,24.607401637327094,89.11716303993026,18.836948496897037,64.97469799856432,2024-01-27 14:34:27.324428
Maize,Blight,26.38162938331495,33.81070977540008,1.841093381799569,28.03112712803799,2023-10-25 14:34:27.324449
Potato,Healthy,25.68692550058926,74.99464496819832,45.65828761288214,55.10897193952832,2024-07-09 14:34:27.324469
Tomato,Rust,31.99294781354823,44.84088610459186,22.527206765504676,27.7495649090897,2024-07-11 14:34:27.324486
Tomato,Powdery Mildew,19.14455298016113,82.69324004875153,37.849956608611436,22.813788067473194,2024-05-28 14:34:27.324504
Rice,Rust,25.406154018075867,76.33910350413836,26.00817505559967,71.13089001911241,2024-07-08 14:34:27.324521
Potato,Powdery Mildew,16.768164467312932,77.50907036817797,29.497794856881804,48.80275802110851,2024-02-06 14:34:27.324539
Tomato,Powdery Mildew,27.78722713948485,78.30268005116172,45.15755293383131,57.03582272583752,2024-01-18 14:34:27.324556
Rice,Rust,27.732886432445653,63.28893651253354,4.5501045525665145,63.5838219590137,2023-12-26 14:34:27.324576
Wheat,Leaf Spot,20.95918903083901,61.41613656090067,34.88209357467317,67.78830654043264,2024-04-15 14:34:27.324594
Wheat,Rust,30.378354826307948,33.97415867111195,2.2930633202316475,57.24834106532548,2024-02-08 14:34:27.324611
Maize,Blight,19.80291237556386,34.551799686519836,6.443986095532461,27.682750337466345,2024-05-28 14:34:27.324629
Maize,Leaf Spot,18.637601687982897,50.740036999431794,44.839420495300594,48.43769841577234,2024-05-30 14:34:27.324648
Rice,Powdery Mildew,18.845780376173416,32.45211697598873,8.446753153608228,36.715420341917515,2023-10-19 14:34:27.324666
Tomato,Healthy,25.68847007465046,51.35948905631917,44.710863144796285,27.724903897978635,2024-01-26 14:34:27.324684
Tomato,Blight,15.786242796821979,77.96462393454256,31.39501947454539,24.905541916932314,2023-09-16 14:34:27.324702
Maize,Powdery Mildew,15.051900487672931,82.0980664221352,4.225850384034096,55.836684935325835,2024-03-04 14:34:27.324720
Rice,Leaf Spot,22.37827279139545,57.752082967988876,37.37354690668783,22.200992173435875,2023-10-24 14:34:27.324738
Maize,Blight,32.904136753743984,60.70064652693997,26.605674263265783,26.430320680386565,2023-11-11 14:34:27.324755
Maize,Blight,19.849410072694592,46.154593856962855,18.864208155231132,21.204271866663582,2023-12-02 14:34:27.324772
Rice,Leaf Spot,19.664328230996023,50.575611856695616,23.698497071527807,41.306258196758286,2024-01-11 14:34:27.324789
Tomato,Rust,16.738405761748474,62.22639250911287,29.342055901043956,64.7263684510598,2024-01-08 14:34:27.324806
Maize,Rust,20.67551811597449,51.7849377839181,32.295862066580064,54.246698280134716,2023-10-21 14:34:27.324823
Tomato,Powdery Mildew,33.67383647519749,30.452061788044485,11.266639885626411,41.92140918044346,2024-05-11 14:34:27.324841
Potato,Blight,16.75775249080288,78.35189320446861,2.782674467848767,70.5388421178909,2024-01-01 14:34:27.324858
Tomato,Leaf Spot,34.94511069536789,83.79661577844125,28.799920890282998,75.0437367851319,2023-10-01 14:34:27.324875
Wheat,Blight,31.417229463067052,73.10743625019322,26.751836602245525,48.59716904758472,2024-03-11 14:34:27.324892
Potato,Powdery Mildew,18.74087497115047,49.42075418425462,21.27182193082084,50.456622721067305,2024-05-10 14:34:27.324915
Potato,Healthy,27.21240084883265,47.31783319441534,29.061911071130613,29.26176291645214,2023-09-10 14:34:27.324932
Tomato,Blight,26.877661951157975,52.153828890593765,22.713398610954982,52.91618707628919,2024-04-15 14:34:27.324949
Potato,Rust,21.44707689949446,78.5924667512781,12.732032738188192,60.89016333343576,2023-12-02 14:34:27.324966
Wheat,Blight,24.463324021037845,66.36611286335032,39.714472498323126,26.401955006806162,2024-06-23 14:34:27.324983
Potato,Leaf Spot,23.170365858718338,85.97628402599727,49.54647382286953,32.30010860319423,2024-07-27 14:34:27.325000
Wheat,Leaf Spot,31.83657553516544,38.38634259757737,39.76336559299451,32.09763920286467,2023-11-19 14:34:27.325018
Maize,Powdery Mildew,18.728099735762882,44.14150476389999,31.68792818600886,74.47196782775096,2024-06-03 14:34:27.325038
Tomato,Rust,22.84890214845271,78.99596636829463,21.95674542851092,42.61666576549445,2024-03-05 14:34:27.325056
Tomato,Healthy,29.952187603525022,60.16322340554875,11.610634757340865,73.97447439647411,2023-10-27 14:34:27.325074
Maize,Blight,23.63056286272885,49.96894715474906,36.52745684046507,61.62305644420031,2024-08-16 14:34:27.325091
Tomato,Healthy,25.66922183952643,83.63355498305746,39.42986056122654,29.10049278396507,2024-05-26 14:34:27.325106
Tomato,Powdery Mildew,30.571438781015022,38.58767913290818,10.227229658473163,62.84384493341685,2024-08-26 14:34:27.325129
Maize,Rust,21.84163497431815,79.27543828032077,5.531586847760361,70.7871375040711,2024-01-28 14:34:27.325148
Potato,Powdery Mildew,25.797212742256733,59.18144891973647,20.44775885427466,66.3129188358947,2024-05-28 14:34:27.325165
Maize,Blight,26.310166946459475,72.97074448397713,29.951468238866326,69.6079296685447,2023-12-21 14:34:27.325183
Rice,Rust,33.94566679223631,39.20108418696481,29.31149160083986,50.35332073306796,2024-05-12 14:34:27.325200
Potato,Blight,33.64236564967225,63.907991015352536,34.83254119384461,75.34996287063774,2023-10-08 14:34:27.325217
Rice,Healthy,26.525767203336265,66.40290278297135,21.2065335651193,64.18665413748337,2023-11-09 14:34:27.325235
Wheat,Blight,24.016787428082644,36.79428275044531,49.242059948116726,70.33388518675605,2024-03-02 14:34:27.325252
Wheat,Healthy,32.39792724124256,61.13028342756433,29.563771787246463,43.94016223220782,2023-10-27 14:34:27.325270
Wheat,Rust,31.057068971960227,30.277921380276172,16.67495858455721,43.8901216154566,2024-08-06 14:34:27.325289
Rice,Blight,33.4592046359697,57.94200733912879,24.041848904453676,75.10728349635806,2024-04-25 14:34:27.325306
Maize,Blight,24.04879032265387,38.45142122278799,8.819349325311165,49.902066364368785,2024-02-15 14:34:27.325324
Tomato,Healthy,22.24787798233266,64.8353010166826,31.61321439597652,20.785667395300017,2024-07-13 14:34:27.325341
Wheat,Leaf Spot,24.17977976034026,63.43832213340287,43.031600894536695,52.104183136019515,2023-09-06 14:34:27.325359
Wheat,Healthy,21.198738525372217,53.839086927455874,21.33944526683747,67.98692132445616,2023-10-18 14:34:27.325376
Tomato,Healthy,15.730993356961898,58.324016706599956,28.24205666313082,23.94251836570114,2024-06-14 14:34:27.325393
Maize,Rust,25.4878053865516,56.44576481629369,20.0381530437663,53.57841987849307,2023-10-17 14:34:27.325410
Potato,Healthy,21.687256226209644,34.53020182823335,37.66231103737254,36.33811128321797,2024-03-22 14:34:27.325427
Potato,Healthy,15.507727113206897,39.36915584197142,35.798611442369875,59.53543651460908,2023-10-15 14:34:27.325444
Wheat,Blight,19.621495931761427,70.31356461592371,0.9855268877182077,26.246514919074432,2024-01-05 14:34:27.325462
Tomato,Blight,32.74920965027006,63.403295087001965,36.04065481552533,68.3188980414743,2024-06-04 14:34:27.325479
Maize,Leaf Spot,33.88819451154547,38.46491092666282,20.3196154136761,39.439403666407976,2024-08-24 14:34:27.325496
Rice,Healthy,19.157725102920548,31.591932232429183,9.071771754489866,54.98249365818153,2024-02-25 14:34:27.325514
Rice,Rust,33.21248007080608,67.48567626259506,16.793292857491753,69.50643988535958,2024-02-18 14:34:27.325531
Potato,Leaf Spot,27.482978156982682,54.56469913147443,27.602359042599012,46.167591748119,2023-09-11 14:34:27.325548
Potato,Rust,30.272115883195216,38.40679054598715,43.42339879489564,49.24587189497082,2024-01-29 14:34:27.325565
Wheat,Rust,15.449386166402348,46.12064156309677,27.081710733043344,58.00869318956884,2023-09-07 14:34:27.325583
Wheat,Blight,23.434078691065636,37.936572667519826,45.02861506181928,61.47331145657926,2023-11-12 14:34:27.325600
Maize,Rust,25.59323357310162,78.90326570414743,24.904537675550287,24.030523994942605,2024-03-19 14:34:27.325618
Wheat,Rust,29.404051632645917,36.39472380772046,7.00092693302245,35.821028158076984,2023-11-18 14:34:27.325728
Maize,Rust,27.010337208673068,69.90220047277533,8.76856393117248,74.86471675549758,2024-02-23 14:34:27.325746
Rice,Rust,18.32566737512159,74.28201698558223,4.139933396256323,56.189126567983294,2023-11-23 14:34:27.325763
Tomato,Powdery Mildew,31.741579814060586,56.231603781434615,45.7756838645957,63.291971667314336,2024-01-12 14:34:27.325780
Maize,Rust,22.932987461041087,87.24521619237798,6.750063871060346,49.02529651594477,2023-12-25 14:34:27.325798
Potato,Leaf Spot,18.240277557831693,80.4917796186026,42.32039246572786,77.31417876340873,2024-02-12 14:34:27.325815
Rice,Rust,17.131965062675437,34.50826690414853,36.409437810180165,49.72947897237191,2024-05-19 14:34:27.325832
Rice,Healthy,19.928040664782138,79.14613906045199,39.970793948448964,61.68178825126561,2024-05-21 14:34:27.325849
Rice,Leaf Spot,22.219477938800537,35.49492439959805,45.86567877311214,28.209117855137684,2023-10-06 14:34:27.325866
Wheat,Healthy,18.702658576772393,62.514056842701486,43.647291793820415,63.93349318457367,2024-04-04 14:34:27.325883
Wheat,Powdery Mildew,28.845531290357048,80.95173909391916,12.483400442959297,49.36549781858843,2024-04-10 14:34:27.325900
Maize,Rust,16.0319161331742,70.19504787300235,2.2082718855050087,55.29582541819586,2023-11-23 14:34:27.325917
Tomato,Rust,21.257097130111752,37.23135472718786,36.551183572914084,31.555941667137827,2023-10-08 14:34:27.325935
Rice,Blight,33.88532978226868,58.45285299944783,43.10213254946567,70.67296391210422,2024-05-20 14:34:27.325952
Wheat,Blight,26.21354388007028,58.86371303064519,44.24991782616405,51.81590795809401,2024-03-01 14:34:27.325969
Potato,Healthy,25.76802980761575,69.6993105048325,36.89278834532625,51.21008659272391,2024-05-15 14:34:27.325986
Rice,Blight,32.401977478018594,31.27616465102323,43.73508363420997,51.73622804163272,2024-05-27 14:34:27.326005
Maize,Blight,34.95868221066675,51.04270892710261,38.35941444655634,44.11585481655453,2023-12-30 14:34:27.326023
Potato,Healthy,26.615144144546555,46.301218264140246,19.914369198781777,25.501960106685807,2023-09-07 14:34:27.326041
Potato,Powdery Mildew,29.6454361436929,30.200781722578753,23.36553832688263,37.82017258729293,2023-10-12 14:34:27.326058
Rice,Powdery Mildew,15.841863792727239,31.072436084004828,49.386119486801576,45.66638802415174,2023-10-31 14:34:27.326075
Wheat,Leaf Spot,19.365077757301282,86.99767103701352,39.3172507207776,25.36466013873557,2024-02-15 14:34:27.326093
Maize,Powdery Mildew,34.78369819626718,74.60116937361745,3.2493204741447013,44.094814185529245,2023-09-17 14:34:27.326110
Tomato,Blight,25.25377022033017,43.84018870306552,8.826401600275414,33.22917254421052,2024-01-03 14:34:27.326129
Rice,Blight,31.52411391587932,78.0461812277925,31.488896149807655,32.97944138219321,2024-08-22 14:34:27.326146
Maize,Leaf Spot,34.8981564529287,40.433714953169236,19.812100945132936,65.49430854224548,2024-06-30 14:34:27.326168
Wheat,Blight,31.316662499812356,43.46643431019964,11.190880741131155,52.218465373604815,2023-10-07 14:34:27.326186
Potato,Powdery Mildew,16.829736747955096,82.64765175782283,13.280002129435303,27.77089527696825,2024-04-16 14:34:27.326203
Maize,Healthy,32.04387066694016,32.12534210511271,16.45256826849355,75.89536929913939,2024-01-18 14:34:27.326220
Potato,Blight,29.468402273771698,59.75254410472625,4.052310795382397,33.21099211698868,2023-11-21 14:34:27.326240
Tomato,Powdery Mildew,32.02413828097537,59.70879162083846,24.0293288663324,55.544467079571056,2024-02-27 14:34:27.326258
Maize,Rust,25.875578159947985,81.86957281844091,36.69549594768509,51.275618730824895,2023-09-30 14:34:27.326276
Potato,Healthy,18.14681319405052,39.62400631980432,16.700443937261895,34.32140187806105,2024-03-03 14:34:27.326344
Rice,Leaf Spot,27.372227564303685,75.16299837345848,7.930255264653685,72.85224555193571,2023-10-22 14:34:27.326373
Wheat,Blight,32.58142960456263,30.308710245282885,40.997345870405006,33.71750969149541,2024-07-23 14:34:27.326394
Rice,Leaf Spot,26.12363470079514,75.39814822709609,12.934416534895398,31.587971875237585,2024-08-18 14:34:27.326414
Maize,Healthy,26.19688624617659,36.95063140681546,18.83476809933994,20.544344279163496,2023-09-01 14:34:27.326433
Maize,Blight,30.22055805004056,62.47599472056662,48.149600192949734,40.51232996232117,2024-07-02 14:34:27.326452
Tomato,Powdery Mildew,30.776139637414886,40.425208518454006,38.54270542704949,76.83787329538028,2024-02-21 14:34:27.326471
Wheat,Leaf Spot,16.347012029375435,64.9302276105764,17.294152847647837,57.25493106604863,2024-02-03 14:34:27.326489
Rice,Powdery Mildew,23.91916614020643,68.85441860411446,29.719792961427267,43.01673562433731,2024-08-02 14:34:27.326507
Maize,Healthy,21.472204382990824,59.318591424279944,38.52037089038966,60.99772259639031,2024-08-05 14:34:27.326525
Rice,Rust,34.94249000315422,55.57087813415838,22.569351216483774,29.817429271500153,2023-11-20 14:34:27.326543
Tomato,Blight,19.41539225577521,34.94286273695056,34.02496510373565,59.27067285686812,2024-08-04 14:34:27.326561
Maize,Healthy,34.264733068802634,31.878138824850975,36.56350334868428,74.57147065686911,2023-09-09 14:34:27.326581
Maize,Leaf Spot,22.951887959255885,46.452912140920205,49.19888239799141,44.560040378902585,2024-08-16 14:34:27.326603
Rice,Powdery Mildew,19.007182870974255,82.08736880943187,35.746202010112384,53.76501718060296,2024-02-05 14:34:27.326627
Maize,Leaf Spot,18.71051031406242,82.11739007733665,38.829842639587085,66.25531067864313,2024-03-10 14:34:27.326647
Rice,Leaf Spot,15.357237849566388,77.80786967184166,14.708398667173894,74.71016209759466,2024-07-16 14:34:27.326665
Wheat,Healthy,27.146128965253425,44.85239733620251,27.920633629159898,33.532408546624126,2023-10-17 14:34:27.326683
Tomato,Powdery Mildew,26.80527877771245,55.99480493829934,49.2175703701452,28.974838560053946,2023-11-28 14:34:27.326701
Rice,Rust,24.59877669434247,66.00123288715822,14.583128935465162,61.69891316759255,2023-11-16 14:34:27.326719
Potato,Healthy,15.792376506967143,58.830416835469734,5.246508920908743,34.522700951751645,2024-07-16 14:34:27.326737
Potato,Leaf Spot,21.920331352896792,76.54828414757736,47.06187521161932,24.34497632878049,2024-01-19 14:34:27.326754
Wheat,Healthy,22.012538624183616,31.992186527481994,3.928924857751037,43.815396572095764,2024-02-19 14:34:27.326772
Rice,Rust,31.011733982181656,42.009014654688606,8.374129112953488,26.274070420064014,2023-10-19 14:34:27.326790
Maize,Blight,15.63172289651284,86.17273477462139,2.5985641825736208,52.47778011806423,2024-02-09 14:34:27.326808
Rice,Leaf Spot,31.034561661395838,50.367011552568364,40.74125568732561,24.806890783080508,2024-06-08 14:34:27.326825
Potato,Rust,30.67665106837724,58.854229886939095,2.037705304623638,29.839968859369833,2024-08-17 14:34:27.326843
Maize,Rust,16.207041679811276,44.82619404060878,7.977234005659417,72.3070139955321,2024-05-01 14:34:27.326861
Maize,Leaf Spot,29.885581311899113,82.30996673838727,21.682766697819446,22.619699462441673,2023-11-05 14:34:27.326878
Rice,Rust,28.0652603847466,49.93887752130654,27.123931785968374,49.59661080702797,2024-02-11 14:34:27.326896
Maize,Blight,19.411222498446467,55.10398732005916,10.178914017112135,70.42714437661601,2023-10-31 14:34:27.326914
Tomato,Rust,29.85413042399962,55.52960006688452,17.296749627348145,42.262325779076164,2024-08-11 14:34:27.326931
Potato,Rust,32.34062992244897,64.72052451434361,21.930770959479524,63.51545962490819,2024-01-16 14:34:27.326949
Rice,Rust,30.859121892112633,69.30056032992651,49.606665817033615,37.0312717165187,2024-04-28 14:34:27.326966
Potato,Blight,27.459331671269656,67.89361320555123,36.65565112076405,27.894061107635586,2024-08-23 14:34:27.326984
Potato,Rust,19.750866498477553,88.28370564249838,9.048847635474488,71.26310560217475,2024-07-21 14:34:27.327002
Potato,Powdery Mildew,23.90610510005331,60.88904123578141,17.961668469988286,55.57705108609564,2023-10-10 14:34:27.327020
Wheat,Blight,21.24296113392894,53.942756768226666,42.89931269613529,20.541824247773015,2024-03-20 14:34:27.327037
Tomato,Blight,32.67419339321505,56.52146242697145,16.544468149458595,46.92665442988418,2023-10-04 14:34:27.327055
Wheat,Healthy,23.988676704274752,65.27306226662321,47.429167742571686,35.15166692452516,2023-11-21 14:34:27.327074
Wheat,Blight,29.72804030131281,69.8282716573083,23.731543787490693,70.65022693815183,2024-07-18 14:34:27.327092
Potato,Leaf Spot,25.79811679004425,32.05126595634949,49.33464901785808,27.378248511777603,2023-11-12 14:34:27.327110
Potato,Rust,15.786870813370193,37.32659484060161,22.609951414171764,76.0325010516743,2023-10-11 14:34:27.327129
Wheat,Healthy,26.693414008851775,71.29247195199572,19.86894942322005,48.793824895524395,2023-12-24 14:34:27.327147
Maize,Rust,21.46261314140557,88.38586488422078,29.005611484773404,35.2534747938496,2024-03-06 14:34:27.327164
Potato,Leaf Spot,17.514830236132976,37.96287922915664,7.177118101969643,76.3891875156105,2024-08-23 14:34:27.327183
Rice,Powdery Mildew,16.878014315788366,70.35612709350758,22.187510965228558,72.08853526265032,2024-06-06 14:34:27.327211
Rice,Healthy,31.762305792962206,86.6768531684414,34.16240141448229,49.83048584050564,2024-04-08 14:34:27.327230
Rice,Healthy,15.607741193936738,85.85692173041866,34.476337551578055,60.59080314663479,2024-04-06 14:34:27.327248
Tomato,Powdery Mildew,26.543704734234964,50.91442003451823,7.964372262140257,56.29723536143245,2024-06-29 14:34:27.327266
Wheat,Healthy,23.138159214457414,82.24520702023555,39.11927420291367,54.02097565920007,2023-10-12 14:34:27.327286
Rice,Powdery Mildew,30.303817291115692,85.54048985284271,21.908617320599383,74.08253897530666,2023-11-26 14:34:27.327314
Maize,Powdery Mildew,31.35668432350043,37.212543322236506,27.224454898042477,20.345519629887296,2024-04-10 14:34:27.327341
Wheat,Leaf Spot,27.19663610997389,63.80633564090753,19.020985211639886,52.90998329908861,2023-10-31 14:34:27.327359
Wheat,Blight,19.54539254526303,34.39175542610662,30.172429669068894,60.092767913300975,2023-10-06 14:34:27.327376
Rice,Healthy,22.595715603584598,81.80001897430951,25.954089256810903,48.75091265778386,2024-05-06 14:34:27.327394
Tomato,Rust,17.17836683693463,38.93951135821168,26.331189863447978,34.7641795278799,2024-01-16 14:34:27.327411
