date,commodity,price
2018-05-23,Gram,60.57361541304805
2018-05-24,Gram,60.72907054272414
2018-05-25,Gram,60.676117015024644
2018-05-26,Gram,60.77741966124398
2018-05-27,Gram,60.685742035888666
2018-05-28,Gram,60.65921709626504
2018-05-29,Gram,60.7028714792727
2018-05-30,Gram,60.72230606043227
2018-05-31,Gram,60.77227449976442
2018-06-01,Gram,60.75343104600228
2018-06-02,Gram,60.77144824762914
2018-06-03,Gram,60.779942637963686
2018-06-04,Gram,60.830816616706755
2018-06-05,Gram,60.83659132454248
2018-06-06,Gram,60.92944187718131
2018-06-07,Gram,60.81187330615723
2018-06-08,Gram,60.87665714854776
2018-06-09,Gram,60.95314528814923
2018-06-10,Gram,60.732445729989344
2018-06-11,Gram,60.94191262512997
2018-06-12,Gram,60.97834835789095
2018-06-13,Gram,60.91096603538346
2018-06-14,Gram,60.93776569777319
2018-06-15,Gram,60.98007421909142
2018-06-16,Gram,60.996358933840895
2018-06-17,Gram,60.95825914389921
2018-06-18,Gram,61.0279472702474
2018-06-19,Gram,60.96071915623308
2018-06-20,Gram,60.97376160429637
2018-06-21,Gram,60.9873043368209
2018-06-22,Gram,61.005316722648004
2018-06-23,Gram,61.129972563108254
2018-06-24,Gram,61.06275740334707
2018-06-25,Gram,61.03973040318216
2018-06-26,Gram,61.09236908718262
2018-06-27,Gram,61.16684219267443
2018-06-28,Gram,61.13061927084216
2018-06-29,Gram,61.125009754567735
2018-06-30,Gram,61.12844054793057
2018-07-01,Gram,61.11578778543855
2018-07-02,Gram,61.14000740246004
2018-07-03,Gram,61.255693336521226
2018-07-04,Gram,61.232273829769944
2018-07-05,Gram,61.20636757481898
2018-07-06,Gram,61.322539494602665
2018-07-07,Gram,61.245277959208
2018-07-08,Gram,61.26609297907423
2018-07-09,Gram,61.28284776010599
2018-07-10,Gram,61.305785814343196
2018-07-11,Gram,61.33833918311211
2018-07-12,Gram,61.34553166655762
2018-07-13,Gram,61.342954110723944
2018-07-14,Gram,61.3975844922014
2018-07-15,Gram,61.29881563006682
2018-07-16,Gram,61.2716171418914
2018-07-17,Gram,61.32768240452475
2018-07-18,Gram,61.38327954982497
2018-07-19,Gram,61.384356127635016
2018-07-20,Gram,61.349616895482576
2018-07-21,Gram,61.448687442845454
2018-07-22,Gram,61.3804700984702
2018-07-23,Gram,61.41775222703849
2018-07-24,Gram,61.51125195634403
2018-07-25,Gram,61.472883620598935
2018-07-26,Gram,61.47816662786808
2018-07-27,Gram,61.47044654207913
2018-07-28,Gram,61.467440214575774
2018-07-29,Gram,61.49953275508501
2018-07-30,Gram,61.54532519823924
2018-07-31,Gram,61.5768702058019
2018-08-01,Gram,61.542461245047114
2018-08-02,Gram,61.576506049413545
2018-08-03,Gram,61.61105858844257
2018-08-04,Gram,61.67291582242477
2018-08-05,Gram,61.64907767622032
2018-08-06,Gram,61.71511214960689
2018-08-07,Gram,61.570306230497444
2018-08-08,Gram,61.644049624974166
2018-08-09,Gram,61.59946579129566
2018-08-10,Gram,61.75867047028593
2018-08-11,Gram,61.75072801873007
2018-08-12,Gram,61.71155295641165
2018-08-13,Gram,61.740801749121985
2018-08-14,Gram,61.63675774146721
2018-08-15,Gram,61.70254912166039
2018-08-16,Gram,61.773179067886346
2018-08-17,Gram,61.855807103359304
2018-08-18,Gram,61.75771397000058
2018-08-19,Gram,61.82343499905735
2018-08-20,Gram,61.77861424444838
2018-08-21,Gram,61.87138361312224
2018-08-22,Gram,61.861986338881096
2018-08-23,Gram,61.75573645228466
2018-08-24,Gram,61.899183873375435
2018-08-25,Gram,61.946177788322615
2018-08-26,Gram,61.947829850537374
2018-08-27,Gram,61.967784038056216
2018-08-28,Gram,61.99832912764442
2018-08-29,Gram,61.99685926633741
2018-08-30,Gram,61.91778047074821
2018-08-31,Gram,61.959737060449626
2018-09-01,Gram,62.10250461679733
2018-09-02,Gram,61.95896462025671
2018-09-03,Gram,62.0292605868138
2018-09-04,Gram,62.13799956787652
2018-09-05,Gram,62.03155236326753
2018-09-06,Gram,62.11527975309885
2018-09-07,Gram,62.030668326555144
2018-09-08,Gram,62.116605899038845
2018-09-09,Gram,61.987908430941346
2018-09-10,Gram,62.132326819247396
2018-09-11,Gram,62.02733446844627
2018-09-12,Gram,62.17202412955952
2018-09-13,Gram,62.13348156779377
2018-09-14,Gram,62.111237800426224
2018-09-15,Gram,62.151175512608006
2018-09-16,Gram,62.242852486437194
2018-09-17,Gram,62.20647893022906
2018-09-18,Gram,62.20466890688817
2018-09-19,Gram,62.23466659694902
2018-09-20,Gram,62.25519597236591
2018-09-21,Gram,62.33436120549347
2018-09-22,Gram,62.193713764916666
2018-09-23,Gram,62.20686588813223
2018-09-24,Gram,62.26648591049116
2018-09-25,Gram,62.33102587569248
2018-09-26,Gram,62.30563789347146
2018-09-27,Gram,62.40045147836069
2018-09-28,Gram,62.359152637443756
2018-09-29,Gram,62.441998696678425
2018-09-30,Gram,62.47636320234181
2018-10-01,Gram,62.42922800070697
2018-10-02,Gram,62.38019643198744
2018-10-03,Gram,62.54275525543209
2018-10-04,Gram,62.4833986434545
2018-10-05,Gram,62.434532833720624
2018-10-06,Gram,62.46306775037249
2018-10-07,Gram,62.6052275360575
2018-10-08,Gram,62.603354024372265
2018-10-09,Gram,62.57059466665159
2018-10-10,Gram,62.668255824036805
2018-10-11,Gram,62.50453404195319
2018-10-12,Gram,62.58443990261268
2018-10-13,Gram,62.64453100015069
2018-10-14,Gram,62.561050895575896
2018-10-15,Gram,62.617828910149406
2018-10-16,Gram,62.680634287184915
2018-10-17,Gram,62.71251433712702
2018-10-18,Gram,62.66553151576504
2018-10-19,Gram,62.68856437322814
2018-10-20,Gram,62.737410045269286
2018-10-21,Gram,62.79977179214449
2018-10-22,Gram,62.768029663645954
2018-10-23,Gram,62.76295406809361
2018-10-24,Gram,62.80117533578912
2018-10-25,Gram,62.8055551827122
2018-10-26,Gram,62.85351968092102
2018-10-27,Gram,62.77909049477651
2018-10-28,Gram,62.91611832502972
2018-10-29,Gram,62.97515774500433
2018-10-30,Gram,62.908575512277075
2018-10-31,Gram,62.93864368367648
2018-11-01,Gram,62.8532662135345
2018-11-02,Gram,62.98106586671637
2018-11-03,Gram,62.99420574557241
2018-11-04,Gram,62.93320461634739
2018-11-05,Gram,63.03862983817942
2018-11-06,Gram,62.96981936563549
2018-11-07,Gram,63.027417017309645
2018-11-08,Gram,62.92616306690887
2018-11-09,Gram,63.13358053217817
2018-11-10,Gram,63.03419964051005
2018-11-11,Gram,63.03246297948599
2018-11-12,Gram,62.99396361761483
2018-11-13,Gram,63.22058300672334
2018-11-14,Gram,63.13781910733067
2018-11-15,Gram,63.08509495754018
2018-11-16,Gram,63.21720006800459
2018-11-17,Gram,63.25319218569668
2018-11-18,Gram,63.18071082286633
2018-11-19,Gram,63.28976354081093
2018-11-20,Gram,63.28658575239277
2018-11-21,Gram,63.154947364719796
2018-11-22,Gram,63.25990011398836
2018-11-23,Gram,63.20161000060454
2018-11-24,Gram,63.27756160098053
2018-11-25,Gram,63.38673878639754
2018-11-26,Gram,63.36914220779349
2018-11-27,Gram,63.31496076915453
2018-11-28,Gram,63.31858333593584
2018-11-29,Gram,63.3861463084759
2018-11-30,Gram,63.377768767130405
2018-12-01,Gram,63.44153810466178
2018-12-02,Gram,63.37515272167721
2018-12-03,Gram,63.44510923148356
2018-12-04,Gram,63.38673029472175
2018-12-05,Gram,63.54844096174463
2018-12-06,Gram,63.60520527322737
2018-12-07,Gram,63.4583829849838
2018-12-08,Gram,63.5914491768657
2018-12-09,Gram,63.476888074846244
2018-12-10,Gram,63.68703131719128
2018-12-11,Gram,63.4683651277575
2018-12-12,Gram,63.6257592993646
2018-12-13,Gram,63.69132162906762
2018-12-14,Gram,63.64011772243934
2018-12-15,Gram,63.64902883567502
2018-12-16,Gram,63.657369437676984
2018-12-17,Gram,63.552489796283034
2018-12-18,Gram,63.67867353539319
2018-12-19,Gram,63.74881094447842
2018-12-20,Gram,63.78420972341047
2018-12-21,Gram,63.770740220943715
2018-12-22,Gram,63.71657199296058
2018-12-23,Gram,63.860756175386896
2018-12-24,Gram,63.83980473273237
2018-12-25,Gram,63.89916252653586
2018-12-26,Gram,63.85235017364742
2018-12-27,Gram,63.864131040394426
2018-12-28,Gram,63.90929765394274
2018-12-29,Gram,63.89728221299247
2018-12-30,Gram,63.96555578769136
2018-12-31,Gram,63.969870142951045
2019-01-01,Gram,63.91527983206929
2019-01-02,Gram,64.00342985397712
2019-01-03,Gram,63.95080650278847
2019-01-04,Gram,64.01766225577708
2019-01-05,Gram,64.0672175747959
2019-01-06,Gram,64.05710229370908
2019-01-07,Gram,64.05695306873885
2019-01-08,Gram,64.05052004304106
2019-01-09,Gram,64.15217591700177
2019-01-10,Gram,64.19561176323941
2019-01-11,Gram,64.134786544769
2019-01-12,Gram,64.13753714887619
2019-01-13,Gram,64.19744935308731
2019-01-14,Gram,64.18471277072129
2019-01-15,Gram,64.22672927849322
2019-01-16,Gram,64.21493664296648
2019-01-17,Gram,64.22084197523534
2019-01-18,Gram,64.27548439678559
2019-01-19,Gram,64.33403849966169
2019-01-20,Gram,64.35374510819526
2019-01-21,Gram,64.29175298432874
2019-01-22,Gram,64.3025575593873
2019-01-23,Gram,64.42237442374777
2019-01-24,Gram,64.37969987815879
2019-01-25,Gram,64.39617503303394
2019-01-26,Gram,64.42433818733207
2019-01-27,Gram,64.31679852890346
2019-01-28,Gram,64.39488251483925
2019-01-29,Gram,64.43875777717633
2019-01-30,Gram,64.4138203521856
2019-01-31,Gram,64.46492555914034
2019-02-01,Gram,64.4835797571692
2019-02-02,Gram,64.55642975868976
2019-02-03,Gram,64.52171508156113
2019-02-04,Gram,64.5735498319776
2019-02-05,Gram,64.62790274993262
2019-02-06,Gram,64.59138140091535
2019-02-07,Gram,64.67199445275804
2019-02-08,Gram,64.60272902437222
2019-02-09,Gram,64.63795651606858
2019-02-10,Gram,64.68068869126093
2019-02-11,Gram,64.60727536871944
2019-02-12,Gram,64.66862374702544
2019-02-13,Gram,64.62826987029223
2019-02-14,Gram,64.69286897856901
2019-02-15,Gram,64.76836581581087
2019-02-16,Gram,64.70803071613193
2019-02-17,Gram,64.74472644796477
2019-02-18,Gram,64.76302896746742
2019-02-19,Gram,64.71512955617997
2019-02-20,Gram,64.67567851530895
2019-02-21,Gram,64.77955813019757
2019-02-22,Gram,64.80292982400839
2019-02-23,Gram,64.79825289760026
2019-02-24,Gram,64.91265361280604
2019-02-25,Gram,64.87958265622316
2019-02-26,Gram,64.93099107183042
2019-02-27,Gram,64.94271828210526
2019-02-28,Gram,64.97039844017523
2019-03-01,Gram,64.98468900498568
2019-03-02,Gram,64.9615700635928
2019-03-03,Gram,64.93562190035506
2019-03-04,Gram,64.92512273432907
2019-03-05,Gram,65.03657331484682
2019-03-06,Gram,65.04062683600986
2019-03-07,Gram,65.02487089907737
2019-03-08,Gram,65.10287055747516
2019-03-09,Gram,65.15375414428453
2019-03-10,Gram,64.93643725353947
2019-03-11,Gram,65.24212933705886
2019-03-12,Gram,65.12798459969011
2019-03-13,Gram,65.11985434856018
2019-03-14,Gram,65.14776399628501
2019-03-15,Gram,65.20027991662423
2019-03-16,Gram,65.13858885435135
2019-03-17,Gram,65.12696105268589
2019-03-18,Gram,65.17823099422259
2019-03-19,Gram,65.33103159790471
2019-03-20,Gram,65.20098446661801
2019-03-21,Gram,65.26677026108933
2019-03-22,Gram,65.3067767426213
2019-03-23,Gram,65.31838485603949
2019-03-24,Gram,65.36084500755433
2019-03-25,Gram,65.34925508758651
2019-03-26,Gram,65.30366983109762
2019-03-27,Gram,65.31346500037539
2019-03-28,Gram,65.49042126032836
2019-03-29,Gram,65.36594031102696
2019-03-30,Gram,65.50183141101544
2019-03-31,Gram,65.41174575244177
2019-04-01,Gram,65.43322681170805
2019-04-02,Gram,65.38394614742457
2019-04-03,Gram,65.45902609814497
2019-04-04,Gram,65.40625433318105
2019-04-05,Gram,65.49459521048705
2019-04-06,Gram,65.46448719797804
2019-04-07,Gram,65.47790354731087
2019-04-08,Gram,65.61226965434192
2019-04-09,Gram,65.54040772495163
2019-04-10,Gram,65.51655890114863
2019-04-11,Gram,65.59901434118368
2019-04-12,Gram,65.57585072136403
2019-04-13,Gram,65.5640605024685
2019-04-14,Gram,65.62667952164936
2019-04-15,Gram,65.58728602847036
2019-04-16,Gram,65.68945570603039
2019-04-17,Gram,65.65804548000538
2019-04-18,Gram,65.68480101686711
2019-04-19,Gram,65.70233755916637
2019-04-20,Gram,65.72622854230872
2019-04-21,Gram,65.79775597678034
2019-04-22,Gram,65.74518603879797
2019-04-23,Gram,65.75793379780028
2019-04-24,Gram,65.81082182677632
2019-04-25,Gram,65.85532910713628
2019-04-26,Gram,65.88802411676421
2019-04-27,Gram,65.7531535839348
2019-04-28,Gram,65.82954788705985
2019-04-29,Gram,65.87664943358973
2019-04-30,Gram,65.93686235168657
2019-05-01,Gram,65.84961249383984
2019-05-02,Gram,65.9061906616359
2019-05-03,Gram,65.94853134609511
2019-05-04,Gram,65.9424568479058
2019-05-05,Gram,65.92960653512318
2019-05-06,Gram,65.93836897502167
2019-05-07,Gram,65.88077857033018
2019-05-08,Gram,65.96205287552638
2019-05-09,Gram,66.0282099239683
2019-05-10,Gram,65.93494651804063
2019-05-11,Gram,65.95207602194371
2019-05-12,Gram,66.13192791658624
2019-05-13,Gram,66.13029672245581
2019-05-14,Gram,66.08517811839201
2019-05-15,Gram,66.08965187882971
2019-05-16,Gram,66.10058225503603
2019-05-17,Gram,66.12694395518754
2019-05-18,Gram,66.1258331378921
2019-05-19,Gram,66.16655885727658
2019-05-20,Gram,66.00540575302968
2019-05-21,Gram,66.10753238243035
2019-05-22,Gram,66.0370724550952
2019-05-23,Gram,66.1341268062034
2019-05-24,Gram,66.10180811815837
2019-05-25,Gram,66.17660066349212
2019-05-26,Gram,66.29733617743898
2019-05-27,Gram,66.30332376036661
2019-05-28,Gram,66.22665005636503
2019-05-29,Gram,66.33730816790776
2019-05-30,Gram,66.28588377040465
2019-05-31,Gram,66.37182303665493
2019-06-01,Gram,66.27336054521709
2019-06-02,Gram,66.28055829622373
2019-06-03,Gram,66.33906278372004
2019-06-04,Gram,66.35838462849284
2019-06-05,Gram,66.41658033585442
2019-06-06,Gram,66.38207830729124
2019-06-07,Gram,66.38270588603889
2019-06-08,Gram,66.45098523821517
2019-06-09,Gram,66.35995050171009
2019-06-10,Gram,66.46243950351881
2019-06-11,Gram,66.47070731282932
2019-06-12,Gram,66.43731396224356
2019-06-13,Gram,66.36483333544865
2019-06-14,Gram,66.39545301183445
2019-06-15,Gram,66.53715704466123
2019-06-16,Gram,66.54838536293141
2019-06-17,Gram,66.55153805590348
2019-06-18,Gram,66.52178270635643
2019-06-19,Gram,66.5385962445567
2019-06-20,Gram,66.52168022016828
2019-06-21,Gram,66.48252632080205
2019-06-22,Gram,66.65108254421011
2019-06-23,Gram,66.62816139580309
2019-06-24,Gram,66.60226272996178
2019-06-25,Gram,66.5779894966269
2019-06-26,Gram,66.60616675804943
2019-06-27,Gram,66.66418262938224
2019-06-28,Gram,66.70247844285171
2019-06-29,Gram,66.65684838123133
2019-06-30,Gram,66.7167951907718
2019-07-01,Gram,66.7375522978411
2019-07-02,Gram,66.7349374424819
2019-07-03,Gram,66.61417098178536
2019-07-04,Gram,66.78927927899674
2019-07-05,Gram,66.62183713275772
2019-07-06,Gram,66.79960036536217
2019-07-07,Gram,66.75579229491272
2019-07-08,Gram,66.8735779544741
2019-07-09,Gram,66.78737949224296
2019-07-10,Gram,66.81594039382696
2019-07-11,Gram,66.85018473611989
2019-07-12,Gram,66.82949353974969
2019-07-13,Gram,66.90055762630318
2019-07-14,Gram,66.9443988368137
2019-07-15,Gram,66.95551901316183
2019-07-16,Gram,66.80421878515601
2019-07-17,Gram,66.92468399021939
2019-07-18,Gram,66.99464272600218
2019-07-19,Gram,66.9594913836513
2019-07-20,Gram,66.91644948554867
2019-07-21,Gram,67.05260490231929
2019-07-22,Gram,66.8660090516706
2019-07-23,Gram,66.96056097750828
2019-07-24,Gram,67.07083371941845
2019-07-25,Gram,66.9890959676745
2019-07-26,Gram,67.0040368502979
2019-07-27,Gram,67.11537707551196
2019-07-28,Gram,67.07277691099709
2019-07-29,Gram,66.9992866931543
2019-07-30,Gram,67.05364559878173
2019-07-31,Gram,67.13769141425686
2019-08-01,Gram,67.1784734707396
2019-08-02,Gram,67.06173393871236
2019-08-03,Gram,67.1577404863732
2019-08-04,Gram,67.09387476727841
2019-08-05,Gram,67.09842370085144
2019-08-06,Gram,67.16170695652686
2019-08-07,Gram,67.22812355129673
2019-08-08,Gram,67.23402426297345
2019-08-09,Gram,67.23243283534187
2019-08-10,Gram,67.26262839246702
2019-08-11,Gram,67.34855313040782
2019-08-12,Gram,67.19701024828302
2019-08-13,Gram,67.28654862736275
2019-08-14,Gram,67.28177474472872
2019-08-15,Gram,67.15339044404456
2019-08-16,Gram,67.2751778999802
2019-08-17,Gram,67.32748362881689
2019-08-18,Gram,67.31620348352334
2019-08-19,Gram,67.2861016373261
2019-08-20,Gram,67.36652747379313
2019-08-21,Gram,67.39051165374288
2019-08-22,Gram,67.397854232812
2019-08-23,Gram,67.39702896262482
2019-08-24,Gram,67.38925183527226
2019-08-25,Gram,67.4083081285312
2019-08-26,Gram,67.51242171596779
2019-08-27,Gram,67.50721585182596
2019-08-28,Gram,67.43965971570019
2019-08-29,Gram,67.44682114586713
2019-08-30,Gram,67.53199296870461
2019-08-31,Gram,67.49120577728578
2019-09-01,Gram,67.47960791742072
2019-09-02,Gram,67.46329540366033
2019-09-03,Gram,67.57810840892128
2019-09-04,Gram,67.5225586080696
2019-09-05,Gram,67.71039115773306
2019-09-06,Gram,67.57258008096885
2019-09-07,Gram,67.62387004934689
2019-09-08,Gram,67.61263282123701
2019-09-09,Gram,67.63424480449835
2019-09-10,Gram,67.6171224172757
2019-09-11,Gram,67.69441962314083
2019-09-12,Gram,67.68544765414005
2019-09-13,Gram,67.71431798964352
2019-09-14,Gram,67.7269632491522
2019-09-15,Gram,67.7764984822739
2019-09-16,Gram,67.72858232535614
2019-09-17,Gram,67.71712080089597
2019-09-18,Gram,67.82015794419048
2019-09-19,Gram,67.74681248757219
2019-09-20,Gram,67.68331144494512
2019-09-21,Gram,67.75402284352732
2019-09-22,Gram,67.79436141196209
2019-09-23,Gram,67.88610972457693
2019-09-24,Gram,67.86439050785
2019-09-25,Gram,67.81703690137265
2019-09-26,Gram,67.91192130715275
2019-09-27,Gram,67.91733459182161
2019-09-28,Gram,67.88727529536801
2019-09-29,Gram,67.91129312542878
2019-09-30,Gram,67.98579849319256
2019-10-01,Gram,67.93253611088195
2019-10-02,Gram,67.96116653126288
2019-10-03,Gram,67.8984567906234
2019-10-04,Gram,67.95952984543096
2019-10-05,Gram,67.9420033786529
2019-10-06,Gram,68.01959837786335
2019-10-07,Gram,68.05974809196164
2019-10-08,Gram,67.99063819130177
2019-10-09,Gram,68.17372649940536
2019-10-10,Gram,68.18157343077594
2019-10-11,Gram,68.16009553441987
2019-10-12,Gram,68.13438736704443
2019-10-13,Gram,68.16793564545448
2019-10-14,Gram,68.12702896180532
2019-10-15,Gram,68.23376765135457
2019-10-16,Gram,68.23625453217319
2019-10-17,Gram,68.26946461157311
2019-10-18,Gram,68.23115711142567
2019-10-19,Gram,68.27763793343222
2019-10-20,Gram,68.2410242826034
2019-10-21,Gram,68.25429369305395
2019-10-22,Gram,68.23661413923055
2019-10-23,Gram,68.26066473378758
2019-10-24,Gram,68.39040928140955
2019-10-25,Gram,68.27231879248022
2019-10-26,Gram,68.35986118827975
2019-10-27,Gram,68.33408965283063
2019-10-28,Gram,68.31592126427948
2019-10-29,Gram,68.37048456832706
2019-10-30,Gram,68.40064873703896
2019-10-31,Gram,68.41125135478349
2019-11-01,Gram,68.35825623125638
2019-11-02,Gram,68.5247019509433
2019-11-03,Gram,68.55209784019998
2019-11-04,Gram,68.44164443726565
2019-11-05,Gram,68.5469820191393
2019-11-06,Gram,68.45029600696195
2019-11-07,Gram,68.61816053661693
2019-11-08,Gram,68.54642817440647
2019-11-09,Gram,68.66219090947922
2019-11-10,Gram,68.61777572932586
2019-11-11,Gram,68.6874162108742
2019-11-12,Gram,68.6193024923646
2019-11-13,Gram,68.65014829112579
2019-11-14,Gram,68.64281901138713
2019-11-15,Gram,68.68162564695085
2019-11-16,Gram,68.73650454539884
2019-11-17,Gram,68.69369825264506
2019-11-18,Gram,68.69054742788997
2019-11-19,Gram,68.7920152811807
2019-11-20,Gram,68.77249018816684
2019-11-21,Gram,68.74393565047568
2019-11-22,Gram,68.8529968354814
2019-11-23,Gram,68.75645259445169
2019-11-24,Gram,68.71794309774569
2019-11-25,Gram,68.89756592359491
2019-11-26,Gram,68.85365225113345
2019-11-27,Gram,68.77425110677368
2019-11-28,Gram,68.85296196839363
2019-11-29,Gram,68.90836564856185
2019-11-30,Gram,69.01367990840654
2019-12-01,Gram,68.82713368924892
2019-12-02,Gram,68.99094178852276
2019-12-03,Gram,69.01901568748552
2019-12-04,Gram,69.03088365893075
2019-12-05,Gram,68.9367230716367
2019-12-06,Gram,69.0587548791409
2019-12-07,Gram,69.087149059598
2019-12-08,Gram,69.09743428757419
2019-12-09,Gram,69.09129106149345
2019-12-10,Gram,69.02511991160823
2019-12-11,Gram,69.15053511634748
2019-12-12,Gram,69.22399498135107
2019-12-13,Gram,69.24000994054285
2019-12-14,Gram,69.15967523133651
2019-12-15,Gram,69.19811387780442
2019-12-16,Gram,69.16743443114186
2019-12-17,Gram,69.21871218860954
2019-12-18,Gram,69.26535651129237
2019-12-19,Gram,69.22929050359448
2019-12-20,Gram,69.24238557321688
2019-12-21,Gram,69.30911999325866
2019-12-22,Gram,69.30229793625256
2019-12-23,Gram,69.32543793307612
2019-12-24,Gram,69.32131477485684
2019-12-25,Gram,69.36520054283497
2019-12-26,Gram,69.3646750935885
2019-12-27,Gram,69.41967699917046
2019-12-28,Gram,69.45248116022466
2019-12-29,Gram,69.48313805032002
2019-12-30,Gram,69.53976062781142
2019-12-31,Gram,69.53776485376417
2020-01-01,Gram,69.42642754065362
2020-01-02,Gram,69.48448024884856
2020-01-03,Gram,69.55864723104841
2020-01-04,Gram,69.53417199905822
2020-01-05,Gram,69.48969722562367
2020-01-06,Gram,69.65076014896633
